student_id,name,age,gender,socioeconomic_status,prior_gpa,cohort_id,attendance,assignment_scores,n_assignments,internal_exam_score,study_hours_per_week,extracurricular_count,at_risk,risk_score,split
229,Sebastian Drummond,18,F,low,3.68,3,80.6,72.3|68.3|44.6|88.5|59.0|75.7|44.7|50.5|89.7|62.9|90.0|67.0|40.5,13,75.7,13.4,4,0,0.1712,train
353,Sebastian Caldwell,25,F,high,2.48,6,57.6,26.1|39.5|62.5|54.9|70.1|58.5|37.9|40.5|54.0|17.7|77.5|59.0|70.8|28.7,14,63.3,23.2,0,1,0.5644,train
729,Ezra Yarborough,25,M,high,2.62,3,73.1,79.8|71.4|48.6|61.5|76.3|74.1|70.3|80.4|61.0|69.1|15.8|59.7|77.9,13,54.5,13.3,2,0,0.2151,train
213,Beatrix Iverson,27,NB,low,2.94,6,59.2,38.5|51.0|51.7|58.5|31.0|60.3|10.9|42.0|44.1,9,53.0,9.5,2,1,0.5885,train
80,Alaric Yarborough,25,M,medium,1.85,6,79.5,56.7|67.4|72.8|68.2|96.8|79.9|79.5|84.3|57.9|90.6|73.9|85.1|58.9|51.7|87.3,15,75.6,14.6,5,0,0.0,train
149,Oberon Underhill,27,NB,high,3.16,1,61.2,59.2|66.2|36.7|81.3|58.8|80.3|44.8|83.1|67.4|64.1|59.3|52.1|73.8|57.9,14,18.9,4.6,2,1,0.4805,train
303,Ronan Underhill,25,NB,medium,2.57,3,64.7,68.1|53.3|44.5|30.1|65.8,5,52.2,4.5,2,1,0.5368,train
629,Felix Iverson,25,NB,low,2.03,6,68.8,65.3|62.7|55.9|74.4|61.4|71.0|33.8|1.6|64.7|39.1|57.3,11,49.1,23.0,1,0,0.3639,train
778,Iris Sherwood,24,F,high,3.18,6,75.0,55.0|28.6|59.9|78.9|57.6|63.9|69.8|48.2|72.8|88.0|60.9|46.5,12,56.0,1.5,1,0,0.2881,train
507,Rowan Kingsley,27,NB,high,2.79,7,65.0,68.5|69.2|44.4|81.9|53.7|68.3,6,78.4,21.9,3,0,0.2019,train
343,Otto Lancaster,25,NB,high,2.33,8,83.9,32.3|60.0|34.2|21.0|63.0|60.6|54.3|57.0|100.0|54.7|66.2|48.8,12,55.9,11.2,0,0,0.4112,train
486,Alex Davenport,21,NB,low,2.85,6,89.4,87.2|84.0|90.6|59.7|71.6|60.9|69.2|90.2|76.6,9,100.0,21.2,0,0,0.0,train
712,Freya Vandermeer,20,F,low,1.27,8,75.3,45.2|46.3|72.3|56.8|75.7|80.1|52.3|73.9|50.6|95.5|51.6|77.4|74.6|66.7,14,45.3,13.2,3,0,0.3258,train
134,Olive Zane,21,NB,medium,1.85,4,66.9,74.7|46.7|63.1|25.0|47.5|55.8|42.6|42.2|46.2|60.6|53.5,11,15.3,0.0,0,0,0.4684,train
704,Thalia Vance,27,F,high,2.72,7,82.5,99.7|71.5|64.7|64.7|66.8|66.1|55.8|58.1|62.6|83.9|69.3|71.9|94.1,13,89.4,18.3,5,0,0.0,train
312,Avery Lockwood,26,NB,medium,2.86,2,41.3,33.1|33.6|49.0|56.5|61.1|88.6|16.3|59.1|41.7|41.2|40.7|36.4|75.3|62.6,14,42.2,16.9,0,1,0.6247,train
723,Zephyr Vandermeer,27,M,medium,2.96,4,54.9,98.6|81.8|79.4|73.6|76.9,5,60.5,23.5,0,0,0.013,train
630,Persephone Ashford,25,NB,high,2.26,2,55.5,62.6|55.6|43.2|66.1|33.4|54.9|26.8|53.1|53.0|75.2|26.6,11,32.9,13.7,1,1,0.6235,train
1,Emerson Zane,28,M,low,2.99,5,70.5,56.9|46.3|66.5|61.9|69.5|65.6|71.8|48.0,8,68.4,12.7,0,0,0.4742,train
317,Peyton Kensington,21,NB,low,2.19,1,53.0,44.7|41.4|46.1|65.5|50.9|33.9|80.7|59.0|33.1|47.6|55.8,11,72.1,4.0,1,1,0.5205,train
707,Isla Ashford,23,F,medium,2.6,1,89.5,93.3|78.0|84.1|83.0|95.1|44.6|83.8|88.6|53.7|60.5|61.0|62.9,12,61.4,20.9,3,0,0.0299,train
548,Taylor Davenport,27,M,high,2.9,1,85.9,51.2|73.4|58.8|80.9|78.4|66.2|57.9|77.4|72.7|52.8|43.1|58.7|85.8|80.2|46.3,15,39.0,22.3,0,0,0.2992,train
873,Nova Hartwell,20,NB,medium,3.39,6,90.6,77.3|96.7|65.6|76.4|86.0|55.0|100.0,7,70.2,20.8,2,0,0.0052,train
533,Luna Zane,28,F,high,2.55,2,62.8,54.0|66.0|75.8|52.7|48.6|70.9|61.2|74.1,8,41.4,3.3,2,0,0.3335,train
478,Esme Ellington,18,M,low,1.86,3,53.0,74.4|52.1|56.9|65.1|74.1|52.9,6,73.5,0.0,2,0,0.4278,train
405,Thalia Thornwood,27,M,low,2.47,4,65.6,70.6|57.3|92.8|46.5|88.5,5,57.6,17.5,2,0,0.2375,train
173,Dakota Fairchild,24,F,high,2.63,2,82.3,68.4|78.3|68.8|82.0|69.6|60.3|95.9|75.1|70.4|42.6|42.4|66.2,12,57.3,10.4,3,0,0.3307,train
126,Nadia Holloway,21,F,high,1.97,3,32.1,52.5|29.6|42.9|51.4|38.6|45.9|31.3|36.1|36.0,9,18.4,2.8,0,1,0.8976,train
395,Thalia Vandermeer,20,NB,medium,2.62,7,52.1,43.8|67.6|31.1|55.8|28.7|65.2|45.3,7,60.0,11.3,1,1,0.6449,train
421,Olive Zimmerman,19,M,medium,1.03,2,32.8,48.7|29.4|35.9|16.0|43.2|39.7,6,20.1,3.3,0,1,0.8652,train
553,Felix Lancaster,21,F,high,2.2,4,41.7,70.0|79.9|51.5|57.0|52.3|57.3|47.5|48.8|62.9|84.5,10,20.1,7.8,1,1,0.6419,train
904,Taylor Gillingham,27,M,low,1.98,1,29.2,53.9|40.2|26.0|73.4|49.8|43.8|42.2,7,17.2,0.1,1,1,0.6696,train
91,Gareth Zimmerman,28,F,low,1.96,7,62.2,70.3|61.6|68.8|89.7|36.6|84.3|61.6|46.5|40.1|57.2|73.9|58.1,12,75.8,4.6,0,0,0.3743,train
940,Winifred Whitmore,25,NB,low,2.03,6,55.2,49.7|100.0|77.5|69.5|63.9|62.9|84.1|59.3|75.3|61.4,10,89.7,20.7,1,0,0.209,train
182,Luna Garrison,19,NB,high,2.15,4,80.5,58.2|36.7|87.5|83.9|70.3|73.0|85.7,7,67.3,23.0,3,0,0.1357,train
275,Riley Bellingham,20,F,high,2.46,6,93.3,61.0|58.7|72.0|81.1|68.7|88.3|78.8|38.1|62.9|62.4|78.0,11,25.9,33.4,2,0,0.1046,train
896,Alaric Davenport,27,NB,medium,2.46,6,54.4,94.9|46.0|48.0|41.4|73.7|48.9|43.6|65.1|33.8|63.9|81.2|63.0|64.1|67.6|80.2,15,65.1,13.4,1,1,0.5122,train
70,Luna Montgomery,20,NB,high,2.26,1,69.0,58.5|88.1|35.4|100.0|83.3|70.8,6,60.7,18.3,3,0,0.1887,train
292,Finley Underhill,22,F,low,3.51,7,72.5,60.7|79.3|49.1|54.4|67.0|81.4|73.5|69.7|67.1|71.9|69.0,11,44.3,16.2,2,0,0.2267,train
132,Thalia Gillingham,22,NB,medium,2.6,8,51.5,82.5|42.8|63.6|43.9|51.5|47.8|51.2,7,45.4,10.1,3,0,0.3671,train
301,Sebastian Hartwell,27,M,medium,2.97,5,82.9,73.7|61.7|61.6|51.3|96.1|69.5|65.9|55.4|100.0|53.2|62.9|75.5,12,72.6,23.2,4,0,0.1428,train
425,Olive Iverson,19,NB,high,2.66,7,61.9,54.4|67.7|61.8|76.2|47.6|48.1|35.0|48.1|69.0|74.0,10,61.4,0.0,1,1,0.5113,train
327,Finley Tremaine,27,F,high,1.71,6,55.0,29.2|49.7|77.9|64.8|74.1|55.3|66.9|38.6,8,31.6,0.0,1,1,0.6395,train
145,Ulric Lancaster,22,NB,low,2.9,8,49.1,15.9|51.6|66.7|76.4|51.5|52.2|75.7|30.4|52.6,9,54.2,15.2,2,0,0.415,train
424,Drew Iverson,20,F,high,2.09,8,57.9,41.8|57.8|40.5|20.8|31.5|51.6|34.3|50.3,8,27.2,4.6,0,1,0.5929,train
581,Quentin Montgomery,26,NB,low,3.04,7,59.2,88.1|87.5|55.6|49.0|68.1|52.4|40.3|76.8|75.9|59.9|38.7|39.2|59.2|50.1,14,45.3,18.3,1,0,0.4346,train
136,Drew Jenkins,20,NB,high,1.68,6,42.4,50.4|22.7|56.8|39.3|28.5|38.8,6,55.7,3.5,1,1,0.7375,train
451,Avery Kingsley,22,M,low,2.93,4,68.1,17.3|52.0|52.2|47.0|63.5|55.3|49.3|45.7|50.9|78.4|51.7,11,47.2,11.2,3,0,0.3343,train
165,Taylor Davenport,19,F,low,1.93,4,59.6,50.6|36.6|68.2|86.2|54.3|37.8|28.1|55.2|67.9|58.5|51.3|42.5|35.0|63.9|65.1,15,20.2,18.9,2,1,0.5908,train
29,Celeste Northwood,20,NB,high,2.18,8,80.4,84.8|77.8|81.9|55.7|45.7|89.5|62.2|63.2,8,80.9,19.7,3,0,0.1998,train
774,Nova Ingersoll,23,NB,medium,1.54,6,57.7,41.4|67.9|75.3|61.5|28.0|73.9|74.9|51.6|71.1|43.0|23.3|39.9|77.2|28.9|51.3,15,43.8,6.2,1,1,0.5931,train
194,Otto Ellington,20,F,high,3.79,4,66.7,46.7|64.1|82.2|80.9|89.5|55.5|38.7|86.3|61.0|43.2|75.6|85.4|71.6,13,61.4,18.3,4,0,0.0386,train
389,Peyton Merritt,24,F,low,2.38,4,69.0,50.3|56.1|44.9|54.2|58.1|50.0|24.4|56.5,8,49.0,5.3,1,1,0.5876,train
853,Zephyr Ashford,27,NB,medium,2.36,7,92.9,100.0|63.2|72.7|68.8|63.5|54.9|51.1|50.3|73.5|59.6,10,22.7,19.2,0,0,0.1907,train
170,Ivan Zimmerman,20,NB,medium,3.84,2,88.8,71.7|83.9|85.1|60.1|56.3|69.7,6,75.7,17.9,3,0,0.1616,train
706,Rosalind Iverson,24,F,low,1.98,5,58.4,34.9|54.8|50.0|54.2|77.0,5,50.1,6.2,0,1,0.5015,train
141,Ezra Davenport,19,F,low,1.71,5,84.5,72.4|60.3|77.7|46.0|66.9,5,54.7,14.3,0,0,0.4069,train
174,Zephyr Lockwood,23,NB,low,2.42,2,79.1,68.0|40.5|55.9|45.5|51.8|51.4|50.4,7,31.6,11.4,1,0,0.4353,train
7,Yseult Northwood,24,M,high,1.64,5,32.2,38.8|67.7|58.0|40.0|40.0|40.4|76.4|50.9|51.7|60.7|48.8|41.3|42.3|44.1|44.6,15,47.4,6.9,1,1,0.7448,train
746,Wren Zimmerman,21,NB,high,3.05,4,73.8,47.5|74.4|76.1|32.4|55.7|57.9|70.0|56.2|67.7|65.1|65.9,11,51.7,13.1,4,0,0.1686,train
479,Ronan Vance,23,NB,high,1.88,7,26.6,55.6|37.1|24.9|44.9|48.4|44.6|19.6|27.7|34.9|34.4|46.2|4.8|40.0|30.7,14,12.4,0.0,0,1,1.0,train
74,Maeve Redford,25,NB,low,1.82,5,40.0,40.7|16.9|48.6|45.4|33.1|55.2|59.4|21.2|33.9|33.8|31.3|57.8,12,33.7,5.1,0,1,0.7412,train
911,Sawyer Blackwood,27,M,low,2.56,2,86.5,44.4|79.4|76.4|74.6|80.8|62.7|36.0|63.0|49.2|53.1|45.4|56.9|55.1|28.4|74.6,15,91.0,18.7,3,0,0.2731,train
814,Felix Northwood,28,F,medium,2.86,3,70.7,51.6|59.7|50.7|61.3|82.1|73.6|66.8|51.6|70.3|33.7|55.2|67.8|70.1|69.1,14,56.5,11.6,1,0,0.3991,train
239,Wren Caldwell,18,F,medium,2.93,7,82.9,71.0|62.8|76.5|77.8|72.2|55.2|71.8|85.6|58.7|99.1|59.7|68.1|57.5,13,65.0,6.2,3,0,0.1846,train
146,Wren Farnsworth,19,F,medium,1.93,5,58.1,15.9|43.3|60.0|38.4|54.1|59.9|48.0|55.7|38.7|50.1|62.3|55.5|44.4|56.5|63.9,15,14.7,17.1,1,1,0.5455,train
793,Rosalind Kingsley,25,M,medium,2.14,5,74.9,74.9|74.5|48.4|55.8|61.9|37.7|82.2|58.1|62.5|49.6|38.4|49.2|61.6|68.4,14,53.6,14.6,0,0,0.4179,train
235,Ada Redford,24,F,medium,1.46,1,27.0,24.9|50.1|20.0|15.6|30.1|50.5|36.6|32.6|40.2|13.4,10,37.6,6.4,0,1,0.886,train
221,Yseult Eastwick,26,M,medium,1.76,8,27.6,24.6|64.8|26.8|62.7|34.2|37.9|53.9|56.9,8,26.5,1.0,0,1,0.9287,train
924,Silas Prescott,25,NB,medium,2.78,1,72.3,24.3|46.3|79.6|98.3|81.5|72.9|67.7|93.2|100.0|59.2|38.0,11,30.7,24.8,1,0,0.175,train
501,Lorelei Merritt,18,F,high,2.17,7,59.1,36.9|62.6|53.0|26.0|37.8|44.2|50.6|80.1|55.3|39.1|55.0|46.5|56.6,13,52.5,16.8,2,1,0.5815,train
133,Juno Vandermeer,23,F,high,3.29,7,69.7,74.9|89.9|63.9|60.9|68.2|89.3|74.5|63.7|78.9|55.1|81.8|77.8,12,61.6,13.4,2,0,0.0844,train
991,Ada Blackwood,27,M,high,2.42,4,46.7,33.4|70.0|50.4|65.5|60.6|56.4|57.5,7,38.9,12.7,2,0,0.4021,train
775,Winifred Thornwood,22,M,high,2.02,5,60.4,46.3|33.5|58.0|70.9|67.8|42.6|36.0|50.5|78.3|64.5|65.3,11,60.6,13.4,0,1,0.5055,train
186,Morgan Fairchild,20,NB,high,2.57,7,48.7,49.6|71.8|67.3|33.3|59.1|24.2,6,46.9,21.9,0,1,0.5285,train
42,Jocelyn Prescott,28,F,medium,2.44,6,70.5,35.8|51.4|71.2|40.5|63.7|38.9,6,59.3,12.7,0,0,0.3928,train
697,Milo Blackwood,23,NB,high,1.8,8,47.7,62.8|50.0|49.7|43.0|9.3|80.4|42.7|51.6|35.9|72.3|59.9,11,38.2,9.9,0,0,0.4315,train
109,Ivan Eastwick,19,NB,medium,2.77,4,67.7,67.0|72.9|53.5|49.2|42.1|46.0|100.0|77.1|38.2|38.6|65.7|66.6|66.7,13,47.5,11.8,1,0,0.4144,train
589,Wren Kingsley,28,M,low,1.93,5,73.8,45.6|45.3|48.5|35.9|27.1|68.5|25.1,7,48.6,15.3,1,1,0.5576,train
57,Alaric Upton,23,F,low,2.7,5,79.2,77.7|70.0|94.8|60.1|72.3|58.3|49.6|60.2|68.8|63.0,10,53.3,9.0,4,0,0.1402,train
406,Yseult Thornwood,27,NB,low,2.66,6,53.4,67.7|14.2|44.0|40.9|36.0|51.5|60.6|65.3|58.4,9,37.3,13.1,1,1,0.5057,train
443,Dorian Quarles,24,M,low,3.69,1,88.6,92.8|60.5|68.8|64.1|79.7|69.6|85.9|61.0|75.6|85.3|44.0|100.0|70.8,13,39.6,20.9,5,0,0.0,train
758,Persephone Drummond,18,NB,medium,2.4,5,67.0,55.4|67.7|49.0|74.1|55.4|52.9,6,52.5,9.3,3,0,0.3962,train
998,Riley Fairchild,20,F,medium,2.07,5,67.0,52.2|82.6|54.5|65.1|43.3|62.1|58.7|53.7|47.1|45.0|58.8|64.0|52.7,13,51.3,10.6,2,1,0.5102,train
25,Kendall Redford,22,F,high,2.51,6,68.2,61.9|60.6|69.0|68.9|66.5|73.0|84.3|80.7|44.2|28.1|80.5|45.9,12,57.0,9.1,3,0,0.2139,train
468,Theo Abernathy,22,F,medium,2.43,8,75.9,49.7|17.7|63.5|68.2|29.6,5,48.4,13.0,0,1,0.5394,train
540,Stellan Ashford,24,NB,medium,2.48,7,77.0,52.9|86.1|57.3|83.7|63.3|69.8|59.3|51.5|40.6|50.9|61.9,11,63.9,22.4,3,0,0.2058,train
532,Winifred Montgomery,22,M,medium,3.68,3,61.4,100.0|49.4|65.6|74.4|72.8|90.1|59.1|78.9|66.3,9,74.4,19.6,5,0,0.0,train
619,Peyton Sterling,25,NB,high,2.39,2,85.5,43.2|86.8|86.3|54.7|51.7|45.8|55.2|35.1|55.0,9,71.3,7.9,2,0,0.4703,train
695,Sawyer Xenakis,28,NB,high,2.27,7,51.1,52.3|46.8|72.7|86.8|33.6|26.2,6,43.9,1.9,0,1,0.4983,train
927,Kai Xenakis,22,M,low,2.86,8,92.3,94.0|58.0|70.4|45.2|79.0|89.9|67.2|56.6|72.0|72.9|67.8|69.3,12,57.9,22.2,3,0,0.2103,train
339,Lorelei Waverly,23,NB,medium,2.01,8,63.3,61.9|42.0|57.2|34.9|30.3|62.4,6,43.8,13.1,2,0,0.4532,train
52,Otto Lockwood,23,M,high,2.79,4,77.2,74.4|81.5|71.0|61.2|74.9|93.3|62.9|50.2|81.5|63.0|32.3|77.6|56.8|63.5|69.8,15,61.4,19.7,0,0,0.2537,train
508,Drew Underhill,27,NB,high,2.82,2,74.7,83.9|79.8|60.4|57.7|38.6|72.0,6,62.7,24.4,4,0,0.134,train
517,Orion Thornwood,21,M,medium,2.36,1,61.8,36.1|64.4|65.5|66.2|70.2|65.1|49.8|54.9|57.4|57.6,10,63.6,15.3,2,0,0.4752,train
921,Zephyr Waverly,25,NB,low,2.22,2,49.0,32.9|37.1|61.7|79.9|71.0|30.1|63.1|40.3,8,33.4,6.1,1,1,0.6184,train
782,Jamie Iverson,22,F,high,1.84,5,74.4,70.7|100.0|82.5|47.2|64.0|73.6|78.2,7,49.6,18.9,1,0,0.0162,train
265,Isla Gillingham,21,NB,medium,2.61,1,70.3,99.4|81.3|74.4|65.2|78.6|71.3|63.9|59.0|62.3|16.0|66.7|56.2,12,81.0,15.0,2,0,0.2869,train
818,Clara Xenakis,26,NB,medium,2.78,1,54.7,37.8|29.0|33.8|65.1|47.3|43.0,6,33.5,10.2,2,1,0.5724,train
711,Peyton Montgomery,28,F,medium,2.27,5,65.2,42.6|47.3|51.3|43.2|55.8|52.8|86.7|41.4|60.4|62.6|42.8,11,62.2,10.4,0,0,0.4028,train
683,Nova Thornwood,19,F,medium,3.61,5,60.1,69.0|67.3|24.1|62.2|73.0|71.6|79.8,7,54.3,20.3,2,0,0.2189,train
833,Freya Kingsley,21,F,medium,3.63,6,80.8,78.4|96.2|79.5|77.0|74.7|63.8|70.6|60.3|70.4|36.0|77.5|69.2,12,60.5,19.5,0,0,0.099,train
519,Vesper Yardley,23,F,high,3.18,8,45.8,56.7|40.0|35.2|74.5|68.2|66.7|73.8,7,45.9,10.7,3,0,0.3748,train
448,Orion Yarborough,27,M,medium,2.61,6,70.7,60.8|80.9|61.0|68.6|70.6|41.6|48.3|75.4|59.3|86.2|84.9|81.2|97.7|69.2,14,74.6,14.4,3,0,0.115,train
19,Persephone Garrison,25,M,high,2.98,5,87.2,40.2|75.7|88.5|51.9|95.2|76.4|59.5|69.2|78.5|71.2|78.2|56.3|72.6,13,43.3,17.1,1,0,0.123,train
716,Clara Fairchild,24,F,medium,1.97,6,60.0,62.0|48.5|61.6|41.0|43.6|30.3|53.6|54.8|67.7|61.8|45.7|32.3,12,48.3,15.4,0,1,0.6258,train
484,Olive Lancaster,20,F,high,2.59,2,56.9,80.3|63.4|69.9|79.8|59.3|63.7|71.1|48.1,8,52.8,13.5,1,0,0.4009,train
569,Clara Thornwood,25,M,low,2.75,8,67.8,87.4|100.0|80.9|58.7|73.1|58.2|84.6|54.7|70.5|59.9,10,71.9,17.8,1,0,0.0,train
434,Peyton Vance,20,NB,medium,2.69,7,62.5,69.6|58.7|56.0|27.9|49.8|53.4|83.1|64.1|76.9|62.8|43.2|55.6|57.4|39.7,14,40.4,9.2,2,1,0.5294,train
368,Dorian Vance,25,M,low,2.54,3,59.7,64.0|83.8|49.2|78.5|83.3|48.6|39.0|65.4|52.7|88.9|61.4,11,42.1,6.8,2,0,0.3531,train
84,Peyton Sherwood,19,F,low,2.69,1,75.7,69.8|62.8|88.5|42.2|53.8|64.6|41.5|63.5|91.1|66.5,10,63.5,8.5,1,0,0.2204,train
62,Celeste Waverly,23,NB,medium,2.48,2,51.0,54.6|64.2|65.3|47.4|81.8|49.9|77.4|69.3|53.2,9,83.0,7.4,2,0,0.3036,train
639,Sawyer Zimmerman,26,NB,medium,3.44,4,76.4,85.8|83.7|78.2|93.6|65.8|71.1|75.3,7,53.3,20.9,1,0,0.0275,train
273,Maeve Hartwell,25,M,low,1.91,6,66.2,36.3|58.8|45.2|47.0|46.6,5,28.5,8.4,0,1,0.6408,train
286,Rowan Crawford,19,M,low,2.83,8,92.3,55.9|90.7|82.3|64.0|72.9|99.0|86.0|75.1|71.4|76.1,10,62.3,7.4,3,0,0.0,train
361,Dakota Fairchild,24,M,high,2.34,5,71.7,33.2|26.3|47.0|31.3|49.4|63.3|42.4|34.4,8,49.4,16.5,2,1,0.4798,train
355,Taylor Pemberton,22,NB,high,2.89,1,73.0,74.1|59.3|70.2|54.5|92.0|49.0|92.8,7,55.0,5.5,2,0,0.3452,train
457,Iris Eastwick,25,F,medium,2.75,2,74.9,70.7|68.0|76.0|68.0|57.4|50.1|58.3|66.8|57.3|66.8|68.7|74.6|81.3,13,56.6,6.3,2,0,0.3232,train
279,Lorelei Jenkins,26,M,low,2.44,1,49.7,43.5|70.4|69.4|54.4|45.0|44.9|54.7,7,63.1,19.0,2,0,0.3675,train
13,Jocelyn Kingsley,23,M,high,1.69,8,48.0,73.9|95.2|79.3|67.0|67.5|71.4|70.0|62.8|60.1|57.6|47.3,11,47.3,2.5,2,0,0.4105,train
183,Luna Drummond,23,NB,medium,2.73,2,94.0,76.5|74.6|52.7|76.0|59.2|62.1|59.5|55.7|100.0,9,86.3,30.0,4,0,0.0823,train
369,Orion Farnsworth,25,M,medium,2.98,5,60.6,60.7|74.4|52.8|59.3|59.8|70.3|68.9|56.7,8,54.1,11.0,3,0,0.3744,train
882,Jordan Ellington,23,NB,high,2.89,3,65.9,55.0|73.6|100.0|81.4|85.3|63.4|57.3|54.6|59.0|35.5,10,49.3,12.7,0,0,0.2173,train
616,Jasper Pemberton,18,NB,high,2.26,7,80.5,38.6|36.7|63.7|77.0|36.1|65.8|68.4|28.8|71.7|72.9|55.0|78.5|76.8,13,54.3,10.4,0,0,0.3823,train
224,Finley Drummond,22,M,low,2.78,5,92.9,70.5|71.3|89.8|64.3|51.9|72.6|67.7|60.5|72.4|82.4|74.9|79.6,12,97.2,17.9,4,0,0.0,train
573,Isla Ingersoll,26,NB,low,2.02,2,76.7,70.0|44.0|62.3|57.0|67.1|54.4|53.1|78.3|56.2|70.1|54.4|82.7|47.6|48.5,14,73.4,9.6,2,0,0.4317,train
971,Vesper Hartwell,27,M,low,1.85,3,65.3,9.8|63.4|55.2|45.0|64.5|77.3|52.6|45.5|62.2|39.7|49.8,11,71.1,13.5,2,0,0.382,train
654,Olive Crawford,19,NB,low,2.85,7,94.5,61.6|100.0|62.0|73.4|67.8|73.9|78.7|78.6|60.8|55.2|100.0|64.8|82.6|48.0|67.9,15,64.8,21.5,1,0,0.0734,train
546,Kai Holloway,20,M,high,3.05,1,96.1,36.8|58.5|65.8|90.8|44.4|98.0|71.0|67.5|66.0|62.4|84.7|52.9|74.2|63.2,14,51.8,32.8,4,0,0.1508,train
583,Ronan Underhill,24,F,high,2.77,4,56.4,54.9|68.3|78.9|65.6|53.4|75.3|21.8|33.3|64.9,9,47.3,14.5,1,1,0.5082,train
634,Riley Caldwell,21,NB,medium,2.14,7,60.6,48.7|85.3|57.1|46.5|58.8|61.7|69.3|69.0|52.8|75.6|55.7|62.9,12,69.4,11.8,3,0,0.2433,train
177,Fiona Waverly,23,F,medium,1.96,7,62.2,83.8|70.8|47.0|36.9|56.0|57.7,6,61.5,10.4,2,0,0.3533,train
666,Peyton Fairchild,28,F,medium,1.95,4,68.6,40.8|60.2|65.7|57.6|70.6|61.4|52.1|51.4|72.1|50.1|73.7|78.3|34.9,13,70.0,25.6,0,0,0.3766,train
674,Lorelei Waverly,28,NB,medium,3.04,2,72.2,80.6|70.7|64.9|64.5|50.4|72.3|64.1|57.2|81.3|46.0|58.4|80.1|69.4,13,57.7,16.9,1,0,0.2571,train
586,Ezra Whitmore,20,NB,high,2.15,3,67.5,67.1|79.5|76.4|50.4|57.0|68.6|74.5|72.6|57.6|39.7|43.5|62.6|63.7,13,35.0,12.9,2,0,0.4121,train
874,Rowan Hartwell,20,NB,low,3.38,6,85.8,68.9|70.3|45.7|60.0|76.1|75.0,6,80.8,16.3,1,0,0.1673,train
394,Dorian Overton,19,M,medium,2.13,3,24.3,29.4|37.7|53.2|80.2|39.3|21.6|48.7|62.5|44.3|29.1|57.1|52.6|27.3,13,39.4,11.4,0,1,0.8079,train
164,Theo Northwood,19,NB,medium,3.31,6,83.1,74.6|95.6|69.2|51.5|75.9,5,94.8,11.3,3,0,0.1448,train
249,Beatrix Waverly,23,F,low,1.33,3,31.9,19.6|49.5|40.1|49.0|53.7|47.3|53.2|42.3|25.5|59.2|34.5|29.3|40.7,13,20.7,3.3,1,1,0.7914,train
635,Ulric Merritt,28,F,low,2.57,5,86.1,58.3|65.3|79.5|100.0|80.2|78.2|79.1|55.0|72.9,9,65.2,20.2,4,0,0.097,train
886,Wren Underhill,28,NB,high,2.4,3,49.7,56.5|18.8|45.6|39.8|67.7|56.4,6,24.0,7.6,0,1,0.8117,train
670,Caspian Xenakis,26,NB,medium,1.7,8,56.3,31.4|35.9|59.8|34.8|58.2|29.5|76.6|38.5|46.7|55.0|41.6,11,44.1,12.2,1,1,0.6229,train
376,Rowan Whitmore,25,M,high,2.45,5,77.6,57.3|74.1|65.4|54.6|88.7|82.6|59.6|76.1,8,70.9,21.0,2,0,0.1582,train
413,Ronan Lockwood,24,M,medium,3.83,5,63.8,81.2|100.0|79.2|99.8|65.6|74.5|75.5|41.7|57.5|58.5,10,82.3,25.2,2,0,0.0,train
75,Atlas Abernathy,22,F,medium,2.0,2,91.4,56.4|75.9|79.2|95.4|55.4|29.7|77.8,7,97.0,27.4,1,0,0.0,train
114,Ulric Quarles,28,NB,high,2.28,4,46.7,40.6|62.7|41.9|42.2|35.6|54.7|52.8|27.0|16.6|33.3|24.4,11,25.6,10.0,0,1,0.9658,train
599,Milo Jenkins,27,NB,medium,2.73,2,51.4,72.7|75.3|76.7|59.5|70.1|86.8|86.6|65.0|67.5|82.1,10,36.7,13.8,1,0,0.2389,train
962,Juno Norwood,21,F,medium,2.22,2,52.3,45.8|75.0|33.5|74.3|48.2|20.2|45.0|62.1|42.2|25.6,10,36.8,2.6,0,1,0.6823,train
391,Beatrix Norwood,22,NB,medium,2.5,6,52.5,47.8|49.9|72.0|65.1|49.8|65.8|77.6|77.9|41.5|68.1|49.2|83.5|81.7|56.5,14,52.9,15.0,3,0,0.1254,train
105,Jamie Ashford,18,NB,medium,2.95,3,65.1,38.5|88.9|83.3|43.2|73.0|55.1|66.6|67.0|59.1|50.9|52.3|48.9|50.1|61.6|51.9,15,66.3,23.3,3,0,0.3097,train
115,Kai Vance,28,M,medium,2.32,3,69.5,63.8|75.7|29.2|53.8|66.1|80.9,6,49.0,3.3,0,0,0.3019,train
418,Drew Ashford,24,NB,medium,2.06,4,54.5,61.5|65.6|42.2|73.8|33.3|51.2|56.0|50.3|51.4|87.9|47.1,11,89.6,15.8,0,0,0.3789,train
526,Jamie Gillingham,28,F,high,3.9,5,100.0,76.0|99.9|72.6|71.3|75.8|73.1|71.8|92.2|77.3,9,80.7,26.2,5,0,0.0,train
458,Isla Whitmore,22,F,medium,2.69,2,80.9,43.8|92.2|73.5|77.1|91.8|61.9,6,74.5,17.7,1,0,0.0912,train
410,Theo Vandermeer,19,NB,low,3.15,7,69.7,64.4|72.2|60.9|18.5|48.4|73.8|43.7|52.5|40.2|82.6|81.1|42.6|58.1,13,38.3,15.1,2,1,0.4786,train
